country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,fetched_at
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",22-09-2026 17:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-22T12:08:17.308326+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",22-09-2026 17:00:00,13.0052189,80.2398125,OZONE,12,12,12,2026-09-22T12:08:17.308326+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",22-09-2026 17:00:00,13.1662,80.2584,PM10,11,79,38,2026-09-22T12:08:17.308326+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",22-09-2026 17:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-22T12:08:17.308326+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",22-09-2026 17:00:00,13.164544,80.26285,CO,12,49,23,2026-09-22T12:08:17.308326+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",22-09-2026 17:00:00,13.0052189,80.2398125,NO2,NA,NA,NA,2026-09-22T12:08:17.308326+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 01:00:00,13.1662,80.2584,PM10,11,112,50,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 01:00:00,13.1662,80.2584,SO2,11,13,12,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 01:00:00,13.164544,80.26285,PM2.5,19,168,74,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 01:00:00,13.164544,80.26285,OZONE,9,18,10,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 01:00:00,13.0052189,80.2398125,PM2.5,NA,NA,NA,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 01:00:00,13.0052189,80.2398125,SO2,NA,NA,NA,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 01:00:00,13.1662,80.2584,NH3,1,5,2,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 01:00:00,13.1662,80.2584,CO,46,63,55,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 01:00:00,13.164544,80.26285,PM10,21,111,66,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 01:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 01:00:00,13.0052189,80.2398125,PM10,NA,NA,NA,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 01:00:00,13.1662,80.2584,NO2,1,23,18,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 01:00:00,13.1662,80.2584,OZONE,NA,NA,NA,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 01:00:00,13.164544,80.26285,NO2,10,10,10,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 01:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 01:00:00,13.164544,80.26285,CO,19,75,44,2026-09-22T20:31:01.896865+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 04:00:00,13.1662,80.2584,PM10,11,112,53,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 04:00:00,13.1662,80.2584,NH3,1,5,2,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 04:00:00,13.164544,80.26285,PM2.5,19,168,77,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 04:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 04:00:00,13.164544,80.26285,SO2,4,29,9,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 04:00:00,13.164544,80.26285,CO,14,75,43,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 04:00:00,13.164544,80.26285,OZONE,9,10,10,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 04:00:00,13.1662,80.2584,CO,56,63,59,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 04:00:00,13.164544,80.26285,PM10,25,111,73,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 04:00:00,13.0052189,80.2398125,PM2.5,NA,NA,NA,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 04:00:00,13.0052189,80.2398125,PM10,NA,NA,NA,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 04:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 04:00:00,13.0052189,80.2398125,OZONE,8,10,9,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 04:00:00,13.1662,80.2584,NO2,1,24,18,2026-09-22T23:18:45.088739+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 05:00:00,13.1662,80.2584,NH3,1,5,2,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 05:00:00,13.0052189,80.2398125,NO2,NA,NA,NA,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 05:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 05:00:00,13.1662,80.2584,PM2.5,16,76,42,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 05:00:00,13.1662,80.2584,SO2,11,13,12,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 05:00:00,13.164544,80.26285,OZONE,9,10,10,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 05:00:00,13.164544,80.26285,PM2.5,22,168,78,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 05:00:00,13.164544,80.26285,NO2,10,10,10,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 05:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 05:00:00,13.0052189,80.2398125,SO2,5,7,6,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 05:00:00,13.0052189,80.2398125,OZONE,8,10,9,2026-09-23T01:53:00.375074+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 11:00:00,13.1662,80.2584,NH3,1,5,2,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 11:00:00,13.164544,80.26285,PM2.5,46,168,81,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 11:00:00,13.164544,80.26285,PM10,65,118,89,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 11:00:00,13.164544,80.26285,OZONE,10,12,11,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 11:00:00,13.0052189,80.2398125,NO2,NA,NA,NA,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 11:00:00,9.865935,78.022669,NH3,NA,NA,NA,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 11:00:00,9.865935,78.022669,CO,NA,NA,NA,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 11:00:00,13.1662,80.2584,NO2,1,24,18,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 11:00:00,13.164544,80.26285,NO2,10,10,10,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 11:00:00,13.164544,80.26285,SO2,4,63,18,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 11:00:00,13.164544,80.26285,CO,17,41,25,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 11:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 11:00:00,13.0052189,80.2398125,CO,NA,NA,NA,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 11:00:00,9.865935,78.022669,NO2,NA,NA,NA,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 11:00:00,13.1662,80.2584,PM2.5,21,76,43,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 11:00:00,13.1662,80.2584,CO,46,56,50,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 11:00:00,9.865935,78.022669,OZONE,6,6,6,2026-09-23T06:48:56.536224+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 17:00:00,13.164544,80.26285,NO2,10,10,10,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 17:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",23-09-2026 17:00:00,12.9533,80.2357,OZONE,17,17,17,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 17:00:00,13.0052189,80.2398125,CO,7,75,46,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 17:00:00,13.0052189,80.2398125,OZONE,9,12,11,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 17:00:00,9.865935,78.022669,PM2.5,NA,NA,NA,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 17:00:00,9.865935,78.022669,NH3,NA,NA,NA,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 17:00:00,9.865935,78.022669,CO,10,10,10,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 17:00:00,13.1662,80.2584,PM10,35,112,54,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 17:00:00,13.164544,80.26285,PM2.5,46,145,69,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",23-09-2026 17:00:00,12.9533,80.2357,PM2.5,NA,NA,NA,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",23-09-2026 17:00:00,12.9533,80.2357,NH3,NA,NA,NA,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 17:00:00,9.865935,78.022669,NO2,NA,NA,NA,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 17:00:00,9.865935,78.022669,OZONE,6,6,6,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 17:00:00,13.1662,80.2584,PM2.5,20,76,39,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 17:00:00,13.0052189,80.2398125,NO2,NA,NA,NA,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 17:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",23-09-2026 17:00:00,9.865935,78.022669,SO2,NA,NA,NA,2026-09-23T12:21:03.109210+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",23-09-2026 22:00:00,13.1278,80.2642,PM2.5,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",23-09-2026 22:00:00,13.1278,80.2642,PM10,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",23-09-2026 22:00:00,13.1036,80.2909,NH3,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 22:00:00,13.0052189,80.2398125,NO2,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 22:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 22:00:00,13.0052189,80.2398125,OZONE,9,12,10,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",23-09-2026 22:00:00,10.942451,76.978996,SO2,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",23-09-2026 22:00:00,10.942451,76.978996,CO,9,9,9,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 22:00:00,13.164544,80.26285,PM10,68,118,95,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 22:00:00,13.164544,80.26285,NO2,9,10,10,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 22:00:00,13.164544,80.26285,CO,17,40,29,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",23-09-2026 22:00:00,13.1278,80.2642,SO2,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",23-09-2026 22:00:00,13.1278,80.2642,OZONE,29,31,30,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",23-09-2026 22:00:00,12.9533,80.2357,CO,25,40,32,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",23-09-2026 22:00:00,13.1036,80.2909,PM2.5,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 22:00:00,13.0052189,80.2398125,PM10,88,127,106,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",23-09-2026 22:00:00,13.0052189,80.2398125,SO2,4,9,6,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",23-09-2026 22:00:00,10.942451,76.978996,NO2,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",23-09-2026 22:00:00,13.1662,80.2584,NO2,1,25,19,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",23-09-2026 22:00:00,13.164544,80.26285,SO2,6,63,30,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",23-09-2026 22:00:00,13.1278,80.2642,NO2,NA,NA,NA,2026-09-23T17:31:09.651561+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",24-09-2026 01:00:00,13.0052189,80.2398125,SO2,4,9,6,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",24-09-2026 01:00:00,10.942451,76.978996,NO2,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",24-09-2026 01:00:00,10.942451,76.978996,NH3,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",24-09-2026 01:00:00,10.942451,76.978996,OZONE,23,23,23,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 01:00:00,13.1662,80.2584,PM2.5,20,54,38,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 01:00:00,13.1662,80.2584,NH3,0,4,1,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",24-09-2026 01:00:00,13.164544,80.26285,PM2.5,46,99,71,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",24-09-2026 01:00:00,13.164544,80.26285,PM10,74,119,100,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",24-09-2026 01:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",24-09-2026 01:00:00,13.1278,80.2642,NO2,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 01:00:00,13.1036,80.2909,PM2.5,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 01:00:00,13.1036,80.2909,NO2,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 01:00:00,13.1036,80.2909,NH3,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 01:00:00,13.1036,80.2909,CO,27,32,29,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",24-09-2026 01:00:00,13.0052189,80.2398125,NH3,9,9,9,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",24-09-2026 01:00:00,10.942451,76.978996,PM10,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",24-09-2026 01:00:00,12.9533,80.2357,NH3,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",24-09-2026 01:00:00,12.9533,80.2357,CO,25,40,35,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 01:00:00,13.1036,80.2909,OZONE,28,31,30,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",24-09-2026 01:00:00,13.0052189,80.2398125,PM10,88,130,107,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",24-09-2026 01:00:00,13.0052189,80.2398125,OZONE,9,10,10,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",24-09-2026 01:00:00,10.942451,76.978996,PM2.5,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",24-09-2026 01:00:00,10.942451,76.978996,SO2,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",24-09-2026 01:00:00,10.942451,76.978996,CO,9,9,9,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 01:00:00,13.1662,80.2584,SO2,11,13,12,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 01:00:00,13.1662,80.2584,OZONE,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",24-09-2026 01:00:00,13.164544,80.26285,NO2,9,10,10,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",24-09-2026 01:00:00,13.164544,80.26285,OZONE,9,13,10,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",24-09-2026 01:00:00,13.1278,80.2642,PM10,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",24-09-2026 01:00:00,12.9533,80.2357,PM10,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 01:00:00,13.1036,80.2909,SO2,NA,NA,NA,2026-09-23T20:43:45.355827+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 04:00:00,13.1662,80.2584,NO2,6,25,21,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 04:00:00,13.1662,80.2584,NH3,0,4,1,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 04:00:00,13.1662,80.2584,OZONE,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",24-09-2026 04:00:00,13.164544,80.26285,PM2.5,47,99,75,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",24-09-2026 04:00:00,13.1278,80.2642,PM10,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",24-09-2026 04:00:00,12.9533,80.2357,PM2.5,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",24-09-2026 04:00:00,12.9533,80.2357,SO2,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 04:00:00,13.1036,80.2909,PM2.5,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 04:00:00,13.1036,80.2909,SO2,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",24-09-2026 04:00:00,13.0052189,80.2398125,PM10,88,130,109,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",24-09-2026 04:00:00,13.0052189,80.2398125,OZONE,9,10,9,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 04:00:00,13.1662,80.2584,SO2,11,13,12,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",24-09-2026 04:00:00,13.164544,80.26285,NO2,9,10,10,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 04:00:00,13.1036,80.2909,OZONE,29,31,30,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",24-09-2026 04:00:00,13.0052189,80.2398125,NO2,10,10,10,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",24-09-2026 04:00:00,13.0052189,80.2398125,NH3,9,9,9,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",24-09-2026 04:00:00,13.1278,80.2642,SO2,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",24-09-2026 04:00:00,12.9533,80.2357,PM10,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",24-09-2026 04:00:00,13.1036,80.2909,NO2,NA,NA,NA,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",24-09-2026 04:00:00,13.1662,80.2584,CO,47,51,50,2026-09-23T23:14:56.018363+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",24-09-2026 04:00:00,13.164544,80.26285,PM10,87,119,103,2026-09-23T23:14:56.018363+00:00
