latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,fetched_at,dist_to_Chennai_km,dist_to_Vellore_km,dist_to_Coimbatore_km,dist_to_Madurai_km,dist_to_Tiruchirappalli_km
9.37794,80.71499,332.25,0.46,0.39,2026-09-26,822,N,VIIRS,n,2.0NRT,298.52,6.37,D,2026-09-26T14:47:41.091572+00:00,414.78955870942724,429.66759304986425,449.9380057591638,290.9210247998732,270.37665657116014
9.38405,80.60314,338.56,0.46,0.39,2026-09-26,822,N,VIIRS,n,2.0NRT,307.7,7.86,D,2026-09-26T14:47:41.091572+00:00,412.86562244453324,424.28351470136727,438.4897211466938,278.7932534419544,260.09661618437224
9.39037,77.61286,337.98,0.38,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,307.86,2.75,D,2026-09-26T14:47:41.091572+00:00,502.55322260762745,425.68492190936877,194.62045774668064,81.39259644093684,196.27783648433206
9.43486,78.68918,337.44,0.39,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,305.28,4.32,D,2026-09-26T14:47:41.091572+00:00,440.7540760647622,390.14846869431125,258.6862513192714,82.87258791291347,150.74986357632991
9.44371,78.42935,335.54,0.39,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,309.33,3.0,D,2026-09-26T14:47:41.091572+00:00,451.706522460713,393.6981918166347,237.89793967346134,63.38516691000837,152.7592380320357
9.47696,78.64985,339.91,0.39,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,308.04,7.68,D,2026-09-26T14:47:41.091572+00:00,438.1568537106586,386.0646806533693,252.33919250553785,76.54645254398804,146.18232389474744
9.50723,77.60115,343.68,0.38,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,311.03,2.35,D,2026-09-26T14:47:41.091572+00:00,492.71480083498193,414.24772970996685,182.10302430704112,73.42517121128138,186.95096672875337
9.54364,77.79539,346.46,0.38,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,311.06,5.38,D,2026-09-26T14:47:41.091572+00:00,477.15683328468725,402.3916952847981,187.80488732579533,55.354611427815634,170.66540282236852
9.64229,79.87717,337.09,0.43,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,304.98,3.18,D,2026-09-26T14:47:41.091572+00:00,384.95332730327266,373.0189084337133,354.23551685179405,195.1207759636618,181.00456678168516
9.65213,79.8956,335.5,0.43,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,305.36,1.56,D,2026-09-26T14:47:41.091572+00:00,383.64665690391604,372.39455250985105,355.5825634395842,196.93964174167638,181.67424230546158
9.65562,79.89509,330.43,0.43,0.38,2026-09-26,822,N,VIIRS,l,2.0NRT,304.03,1.56,D,2026-09-26T14:47:41.091572+00:00,383.2667071677677,372.0037629145577,355.3650754294952,196.82394553506387,181.36347782573688
9.66552,79.88963,338.08,0.43,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,305.13,4.69,D,2026-09-26T14:47:41.091572+00:00,382.23632777100147,370.7975811119645,354.3521460415264,196.06467825506877,180.16735755052454
9.69224,80.07042,338.31,0.44,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,302.1,2.87,D,2026-09-26T14:47:41.091572+00:00,377.63333930602744,372.8181035902858,371.1543997621116,215.29201996393843,192.99101898801058
9.69627,77.82104,341.06,0.38,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,314.53,8.06,D,2026-09-26T14:47:41.091572+00:00,461.5970218086138,385.5628261189612,174.69318298825948,41.46763311305235,155.41356627095365
9.7041,77.67243,333.88,0.38,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,305.39,5.37,D,2026-09-26T14:47:41.091572+00:00,470.45235053928275,391.0634783139928,165.68066307729018,54.83717894910498,165.38123523781312
9.70794,77.67541,343.31,0.38,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,305.63,5.37,D,2026-09-26T14:47:41.091572+00:00,469.9147994694691,390.5408341129814,165.45919178422275,54.35414666604877,164.84619859560507
9.7139,77.27146,342.21,0.38,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,306.89,4.06,D,2026-09-26T14:47:41.091572+00:00,497.15509549455743,409.8525113406502,148.93311680731,95.87264294529756,197.292078032572
9.75053,80.22606,340.47,0.44,0.39,2026-09-26,822,N,VIIRS,n,2.0NRT,304.16,4.23,D,2026-09-26T14:47:41.091572+00:00,370.55233333368267,371.6760195865628,384.3881804130159,231.5769238014573,202.6807585521774
9.76754,77.95619,338.82,0.39,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,310.63,2.19,D,2026-09-26T14:47:41.091572+00:00,446.6577710776659,372.88882247777946,176.82523487147395,25.072445460691764,140.16112975506613
9.80014,78.46754,339.12,0.39,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,309.9,2.63,D,2026-09-26T14:47:41.091572+00:00,414.53011749430397,354.02277119188705,213.6254048981031,40.55418590506703,113.1382974262192
9.82869,78.27081,336.86,0.39,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,303.41,1.59,D,2026-09-26T14:47:41.091572+00:00,422.38266552890263,355.96298906444343,195.27908625794203,19.71860139246045,117.00879166859548
9.83428,78.91562,347.16,0.4,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,309.79,7.99,D,2026-09-26T14:47:41.091572+00:00,390.22089646394625,343.5414901082518,251.44116884876235,87.76304260027504,108.80167486398561
10.00231,78.3959,337.89,0.39,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,304.13,1.63,D,2026-09-26T14:47:41.091572+00:00,398.7857286198849,333.83561841874183,193.6841766807819,31.430020141417103,93.92476914086501
10.07318,78.54955,334.87,0.39,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,303.97,0.59,D,2026-09-26T14:47:41.091572+00:00,383.5741034526707,322.47925225205796,203.3779472711604,49.853903495856166,81.54690453785187
10.08131,77.55166,333.71,0.38,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,307.51,1.36,D,2026-09-26T14:47:41.091572+00:00,446.19006666981045,359.23857984042814,122.73229741415112,64.59015814171377,148.7192620150789
10.10535,77.7984,340.96,0.39,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,304.09,5.6,D,2026-09-26T14:47:41.091572+00:00,426.7404974513609,344.7243992529883,136.9481605982055,40.49505562492602,125.0034895016854
10.10597,78.95609,336.68,0.4,0.37,2026-09-26,822,N,VIIRS,l,2.0NRT,309.46,2.0,D,2026-09-26T14:47:41.091572+00:00,360.63670768188996,313.10709016822517,240.96866953709784,93.75412271327568,80.92814622873684
10.29494,77.39894,331.92,0.38,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,302.86,2.92,D,2026-09-26T14:47:41.091572+00:00,440.28532879619974,347.3058279654633,93.74317953210111,88.97904051346521,153.00905575325447
10.30704,78.57528,334.55,0.4,0.37,2026-09-26,822,N,VIIRS,l,2.0NRT,305.3,1.12,D,2026-09-26T14:47:41.091572+00:00,359.62608563344054,296.43696480457265,193.76836891885793,65.48830060252635,55.58874857763251
10.33635,78.41594,331.75,0.39,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,305.71,1.35,D,2026-09-26T14:47:41.091572+00:00,366.10249244253845,297.3229345846761,176.57997080096987,56.043730065755966,59.552311874559955
10.37486,79.26812,343.2,0.41,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,310.65,7.06,D,2026-09-26T14:47:41.091572+00:00,320.26888960117896,283.0030805267335,262.53902982473613,135.26866942232286,76.99718158213682
10.435,79.22451,338.54,0.41,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,305.74,2.91,D,2026-09-26T14:47:41.091572+00:00,315.6674886469545,276.11202567165486,256.16345690206913,133.5333990126675,69.21085289848882
10.46607,79.25027,347.44,0.41,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,310.6,5.43,D,2026-09-26T14:47:41.091572+00:00,311.4346219843803,272.7769327911599,258.0334735664622,137.56074138817974,69.68786867771684
10.53714,77.34552,339.3,0.38,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,308.05,3.97,D,2026-09-26T14:47:41.091572+00:00,425.9873378920659,328.39672582375,68.2418079739387,108.66764906650884,151.17185302218346
10.54768,79.61707,341.17,0.43,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,309.96,4.71,D,2026-09-26T14:47:41.091572+00:00,290.71830549730913,268.63119672281067,295.33673369064803,177.8587948117825,103.28847967658396
10.57782,77.92455,335.73,0.39,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,308.28,1.73,D,2026-09-26T14:47:41.091572+00:00,377.8420884527423,291.40420658705403,116.52883420799115,75.64749701768675,88.46436703400447
10.63384,78.84853,340.95,0.4,0.37,2026-09-26,822,N,VIIRS,l,2.0NRT,312.25,5.43,D,2026-09-26T14:47:41.091572+00:00,313.20155312888767,255.6952867824003,211.05638068472004,112.0974831342185,23.460464082351947
10.72019,79.00944,336.24,0.41,0.37,2026-09-26,822,N,VIIRS,l,2.0NRT,309.92,3.13,D,2026-09-26T14:47:41.091572+00:00,296.3783245294297,244.58547217263686,226.66986731364307,131.47552261359766,34.19598003914455
10.78774,79.56223,337.32,0.43,0.38,2026-09-26,822,N,VIIRS,l,2.0NRT,307.92,2.89,D,2026-09-26T14:47:41.091572+00:00,266.5718630714735,241.28207573769768,285.72727614702427,184.64028894628962,93.66788522370294
10.83539,78.67876,337.72,0.4,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,307.13,2.84,D,2026-09-26T14:47:41.091572+00:00,304.0220911165938,236.6168213414354,189.18958201687857,118.24009413972215,5.739547291702999
10.84435,78.01187,336.25,0.39,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,307.83,1.8,D,2026-09-26T14:47:41.091572+00:00,349.7350370151865,260.686131471024,116.88275400673405,102.88426397334409,75.90673426200786
10.90489,79.74549,343.07,0.43,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,306.72,4.2,D,2026-09-26T14:47:41.091572+00:00,248.8072860743503,233.41094266443378,304.79350300017177,208.5080137875257,114.37198232578758
10.94313,77.14717,333.49,0.38,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,306.36,0.62,D,2026-09-26T14:47:41.091572+00:00,414.7172466924698,307.88873004184626,22.43856822113446,155.3204465994615,170.928228164507
10.99091,77.61662,335.84,0.39,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,308.58,1.84,D,2026-09-26T14:47:41.091572+00:00,370.67260384239626,270.2510483542756,72.18626901732378,130.65181455502017,120.88159850010851
11.0683,79.28805,345.74,0.42,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,308.27,5.75,D,2026-09-26T14:47:41.091572+00:00,248.16754317314016,206.20565197225477,254.59660270323585,180.19544018998724,70.78465702629958
11.11987,76.91008,331.46,0.38,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,301.23,2.09,D,2026-09-26T14:47:41.091572+00:00,425.58439021323795,313.57009586402404,12.49976467812904,187.4482026343236,199.30928820361888
11.13725,76.97904,339.08,0.38,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,309.78,4.62,D,2026-09-26T14:47:41.091572+00:00,418.1532366474522,306.5703904582812,13.631410990420534,183.61895028445534,192.28695850309583
11.19537,78.07644,336.38,0.39,0.36,2026-09-26,822,N,VIIRS,l,2.0NRT,308.74,3.18,D,2026-09-26T14:47:41.091572+00:00,317.7021196533255,223.189162634817,123.87739683058034,141.31596456166866,82.03412911333366
11.23387,78.15085,341.42,0.39,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,306.23,3.46,D,2026-09-26T14:47:41.091572+00:00,308.79686501155203,215.40362815587716,132.60141043322028,145.5570355627842,78.0056331202987
11.24288,79.49145,338.93,0.43,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,304.27,3.58,D,2026-09-26T14:47:41.091572+00:00,221.41911170841152,190.14645511208064,277.7873458491112,209.62937646449203,99.51890864893632
11.24491,79.49097,337.15,0.43,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,304.82,2.4,D,2026-09-26T14:47:41.091572+00:00,221.23043212596832,189.91479378462924,277.75475014671696,209.74935615095154,99.58778701703268
11.55692,79.57756,332.3,0.43,0.38,2026-09-26,822,N,VIIRS,l,2.0NRT,305.57,2.63,D,2026-09-26T14:47:41.091572+00:00,185.6170683184208,158.7257505166058,292.12643606727147,241.41350295442527,127.78522287830627
11.65005,79.12338,349.0,0.42,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,310.81,6.85,D,2026-09-26T14:47:41.091572+00:00,202.2518582257222,140.82630075699075,246.58930521827799,220.90921481727912,105.9261482064277
11.80806,77.92495,338.09,0.39,0.36,2026-09-26,822,N,VIIRS,n,2.0NRT,305.88,1.88,D,2026-09-26T14:47:41.091572+00:00,291.4793768954108,179.98223707022993,137.4754770358368,210.4428328634518,141.53150064642395
12.12938,79.6552,333.16,0.44,0.38,2026-09-26,822,N,VIIRS,l,2.0NRT,307.02,3.52,D,2026-09-26T14:47:41.091572+00:00,125.2908223981504,104.30552693397182,319.0155346626101,296.89866192804834,181.36506837207483
12.79066,79.92429,338.35,0.46,0.39,2026-09-26,822,N,VIIRS,n,2.0NRT,303.34,3.15,D,2026-09-26T14:47:41.091572+00:00,49.6373702400113,86.96981746486692,378.4346075067501,374.4482286097408,259.00949855330543
12.82633,79.09394,330.51,0.43,0.38,2026-09-26,822,N,VIIRS,l,2.0NRT,304.19,2.44,D,2026-09-26T14:47:41.091572+00:00,130.6667070981959,10.862849723282022,307.5605317238315,339.6157033948682,230.3037126790129
12.82812,78.09982,337.1,0.4,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,298.22,2.39,D,2026-09-26T14:47:41.091572+00:00,236.94235354118274,112.3734671162223,236.7612600961956,322.7973227009594,235.9431820680379
12.83148,78.0993,331.1,0.4,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,297.6,2.04,D,2026-09-26T14:47:41.091572+00:00,236.95239272333453,112.3968312198766,237.04906160448814,323.17131597678315,236.31763906866695
12.84197,78.52441,335.22,0.41,0.37,2026-09-26,822,N,VIIRS,n,2.0NRT,303.33,3.85,D,2026-09-26T14:47:41.091572+00:00,191.1138313590688,66.43433876442602,265.15778304186864,327.31451342657016,228.95537353243347
12.89057,79.12044,342.29,0.43,0.38,2026-09-26,822,N,VIIRS,n,2.0NRT,301.97,3.42,D,2026-09-26T14:47:41.091572+00:00,126.44926686274263,3.1657482542503312,314.412246677769,347.30015070078673,237.85932816877343
12.96144,80.15998,332.25,0.47,0.4,2026-09-26,822,N,VIIRS,l,2.0NRT,303.17,1.93,D,2026-09-26T14:47:41.091572+00:00,18.046663010546407,111.46163574251823,410.12995976436764,404.2387945379551,288.69698127766367
12.96205,80.15907,330.19,0.47,0.4,2026-09-26,822,N,VIIRS,l,2.0NRT,302.72,1.93,D,2026-09-26T14:47:41.091572+00:00,18.061890834506155,111.36604527071505,410.0812916945872,404.2407878539637,288.6993140694992
13.39185,80.10226,333.78,0.48,0.4,2026-09-26,822,N,VIIRS,l,2.0NRT,304.6,5.08,D,2026-09-26T14:47:41.091572+00:00,38.91155626277333,117.55574732637974,432.04614151094273,441.79533056688837,326.7339066500479
13.46123,79.84966,336.2,0.46,0.39,2026-09-26,822,N,VIIRS,n,2.0NRT,302.95,2.27,D,2026-09-26T14:47:41.091572+00:00,62.03200150698011,98.47316050661186,415.6349298406925,435.9631249088237,321.9976763984582
13.66248,79.64047,335.82,0.46,0.39,2026-09-26,822,N,VIIRS,l,2.0NRT,306.67,1.99,D,2026-09-26T14:47:41.091572+00:00,93.83194455740171,99.51050586290931,414.2134640545418,447.305025072659,335.14639601306885
13.73615,79.64259,331.93,0.46,0.39,2026-09-26,822,N,VIIRS,l,2.0NRT,306.16,1.37,D,2026-09-26T14:47:41.091572+00:00,99.4741777148498,106.54941666025103,420.2011918412266,455.0009777393804,343.0249744671605
